ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Marseille,2025-07-11 22:08:32,2025-07-11 12:00:00,23.3,17,26.58,69,5.5,3.0,10.0,clear sky,24
