ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Marseille,2025-07-08 20:40:08,2025-07-08 12:00:00,24.0,19.61,26.06,50,0,4.8,10.0,clear sky,24
