ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Paris,2025-07-08 20:40:08,2025-07-08 12:00:00,22.5,14.73,30.33,42,0,2.2,10.0,clear sky,24
