ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Lyon,2025-07-08 20:40:08,2025-07-08 12:00:00,21.0,12.64,30.54,45,0,3.1,10.0,clear sky,24
