ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Paris,2025-07-09 20:15:42,2025-07-09 12:00:00,24.4,14.17,31.25,42,0,2.6,10.0,clear sky,24
