ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Toulouse,2025-07-01 19:36:22,2025-07-01 12:00:00,27.0,18.47,38.97,55,4.8,3.8,10.0,few clouds,24
