ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Lyon,2025-07-01 19:36:21,2025-07-01 12:00:00,27.0,19.15,38,47,0,2.8,10.0,clear sky,24
