ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Toulouse,2025-07-04 17:38:47,2025-07-04 12:00:00,24.8,17.52,34.86,55,1.9,4.8,9.9,clear sky,24
