ville,date_extraction,date_observation,temperature,humidite,pression,vent_vitesse,vent_direction,conditions,aqi,co,no2,o3,pm2_5,pm10,so2
Nice,2025-06-28 22:31:56,2025-06-28 19:29:25,28.36,65,1020,1.54,210,ciel dégagé,3,123.49,1.28,104.02,10.41,16.36,1.61
