ville,date_extraction,date_observation,temperature,humidite,pression,vent_vitesse,vent_direction,conditions,aqi,co,no2,o3,pm2_5,pm10,so2
Toulouse,2025-06-28 22:31:55,2025-06-28 19:26:40,32.99,29,1021,3.6,310,ciel dégagé,1,69.15,0.84,58.65,1.43,2.43,0.08
