ville,date_extraction,date_observation,temperature,humidite,pression,vent_vitesse,vent_direction,conditions,aqi,co,no2,o3,pm2_5,pm10,so2
Paris,2025-06-29 15:37:06,2025-06-29 12:33:49,29.03,53,1024,3.09,360,peu nuageux,2,100.89,0.51,80.48,5.09,6.2,0.39
