ville,date_extraction,date_observation,temperature,humidite,pression,vent_vitesse,vent_direction,conditions,aqi,co,no2,o3,pm2_5,pm10,so2
Toulouse,2025-06-29 15:37:08,2025-06-29 12:37:07,34.97,34,1019,3.09,0,ciel dégagé,2,67.96,0.16,69.37,1.73,3.02,0.13
