ville,date_extraction,date_observation,temperature,humidite,pression,vent_vitesse,vent_direction,conditions,aqi,co,no2,o3,pm2_5,pm10,so2
Lyon,2025-06-29 15:37:06,2025-06-29 12:33:17,33.08,42,1020,4.12,360,ciel dégagé,2,88.82,0.36,73.82,3.1,3.49,0.2
