ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Paris,2025-07-07 21:16:32,2025-07-07 12:00:00,19.6,11.99,27.67,49,0.6,2.6,10.0,broken clouds,24
