ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Toulouse,2025-07-10 21:03:58,2025-07-10 12:00:00,25.4,16.4,36.93,51,8.9,2.5,10.0,few clouds,24
