ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,annee,mois,jour,saison,temp_ideale,peu_vent,peu_pluie,bonne_visibilite,score_meteo,periode_recommandee
Nice,2025-07-04 15:22:58,2020-03-19 12:00:00,15.2,11.7,19.2,52,0.0,18.1,25.8,Clear,2020,3,19,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-19 12:00:00,14.1,9.6,20.4,57,0.0,26.5,33.4,Clear,2020,3,19,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-19 12:00:00,14.2,6.4,22.2,60,0.0,14.3,24.8,Clear,2020,3,19,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-20 12:00:00,13.2,8.1,19.1,57,0.0,32.4,35.7,Partially cloudy,2020,3,20,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-20 12:00:00,12.5,8.7,16.4,75,0.0,24.7,9.2,Partially cloudy,2020,3,20,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-20 12:00:00,11.8,5.0,18.2,74,0.0,27.6,20.5,Partially cloudy,2020,3,20,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-03-20 12:00:00,14.0,11.0,15.9,73,0.0,25.4,21.4,Partially cloudy,2020,3,20,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-20 12:00:00,14.2,7.6,21.2,53,0.0,14.4,24.3,Clear,2020,3,20,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-21 12:00:00,12.7,9.7,15.8,71,0.0,13.7,25.9,Partially cloudy,2020,3,21,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-03-21 12:00:00,12.6,6.4,19.0,68,0.0,21.4,18.1,Clear,2020,3,21,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-21 12:00:00,7.6,6.4,8.5,77,0.0,22.8,20.3,Overcast,2020,3,21,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-21 12:00:00,12.8,8.2,18.0,64,0.0,29.4,28.6,Partially cloudy,2020,3,21,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-21 12:00:00,11.6,5.4,18.0,78,0.044,17.2,17.0,Rain,2020,3,21,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-03-22 12:00:00,12.0,6.2,18.0,78,0.039,17.3,16.5,Rain,2020,3,22,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-03-22 12:00:00,9.4,6.0,14.0,75,0.0,16.3,18.4,Overcast,2020,3,22,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-22 12:00:00,13.2,9.7,16.3,67,0.0,14.4,22.1,Partially cloudy,2020,3,22,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-03-22 12:00:00,8.1,5.5,11.3,57,0.0,26.6,23.2,Partially cloudy,2020,3,22,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-22 12:00:00,13.2,9.2,18.7,67,0.0,21.3,27.5,Partially cloudy,2020,3,22,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-23 12:00:00,6.7,1.7,11.5,42,0.0,20.1,23.3,Clear,2020,3,23,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-23 12:00:00,11.6,7.6,15.6,73,0.0,22.9,20.3,Overcast,2020,3,23,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-23 12:00:00,12.4,9.3,16.8,72,0.0,28.0,22.1,Partially cloudy,2020,3,23,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-23 12:00:00,10.0,7.2,13.5,60,0.0,15.1,28.5,Partially cloudy,2020,3,23,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-23 12:00:00,11.8,10.0,14.1,59,0.0,50.0,17.5,Partially cloudy,2020,3,23,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-24 12:00:00,11.5,8.0,16.9,67,0.0,23.9,29.0,Partially cloudy,2020,3,24,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-24 12:00:00,7.0,2.3,12.2,53,0.0,16.5,32.7,Partially cloudy,2020,3,24,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-03-24 12:00:00,7.3,1.5,13.3,35,0.0,17.5,23.4,Clear,2020,3,24,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-24 12:00:00,9.5,6.1,11.1,48,0.0,43.6,24.6,Partially cloudy,2020,3,24,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-24 12:00:00,8.8,5.6,10.2,59,0.027,16.7,45.4,Rain,2020,3,24,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-25 12:00:00,10.4,6.5,15.3,50,0.0,26.4,36.8,Partially cloudy,2020,3,25,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-03-25 12:00:00,7.9,4.8,11.8,43,0.0,41.6,32.0,Partially cloudy,2020,3,25,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-25 12:00:00,6.6,0.9,12.6,68,3.857,31.7,28.4,Snow,2020,3,25,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-25 12:00:00,6.7,0.5,11.5,62,0.0,18.1,21.2,Partially cloudy,2020,3,25,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-03-25 12:00:00,7.3,1.7,12.5,38,0.0,22.1,21.2,Clear,2020,3,25,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-26 12:00:00,7.6,3.2,12.0,58,0.172,26.5,27.1,Rain,2020,3,26,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-26 12:00:00,7.1,3.2,11.1,36,0.0,22.8,21.0,Clear,2020,3,26,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-03-26 12:00:00,7.9,2.9,11.4,44,0.379,18.3,27.9,Rain,2020,3,26,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-26 12:00:00,7.0,4.2,8.9,72,0.0,26.2,41.2,Partially cloudy,2020,3,26,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-26 12:00:00,8.1,1.8,13.1,59,0.054,25.8,33.9,Rain,2020,3,26,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-27 12:00:00,8.0,2.6,12.7,54,0.0,19.6,17.4,Partially cloudy,2020,3,27,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-03-27 12:00:00,8.5,3.5,13.6,50,0.0,16.6,17.0,Partially cloudy,2020,3,27,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-27 12:00:00,8.4,1.4,14.9,64,0.0,14.3,23.3,Partially cloudy,2020,3,27,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-27 12:00:00,11.8,8.0,15.7,64,0.009,16.1,23.5,Rain,2020,3,27,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-03-27 12:00:00,10.4,7.2,14.5,61,0.0,11.5,27.1,Overcast,2020,3,27,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-03-28 12:00:00,10.3,5.4,16.9,63,0.0,29.1,9.9,Clear,2020,3,28,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-28 12:00:00,11.8,7.0,17.9,70,0.0,23.1,13.4,Partially cloudy,2020,3,28,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-28 12:00:00,11.9,6.2,17.3,56,0.0,18.7,26.3,Partially cloudy,2020,3,28,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-03-28 12:00:00,10.5,3.8,17.1,60,0.0,18.7,13.1,Partially cloudy,2020,3,28,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-28 12:00:00,13.3,10.0,16.1,67,0.0,23.9,22.2,Partially cloudy,2020,3,28,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-29 12:00:00,8.2,3.4,11.6,66,0.228,37.0,17.3,Rain,2020,3,29,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-29 12:00:00,10.3,6.2,15.2,66,0.0,29.8,18.6,Partially cloudy,2020,3,29,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-03-29 12:00:00,13.2,9.9,15.8,74,0.0,20.1,22.8,Partially cloudy,2020,3,29,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-03-29 12:00:00,11.1,4.4,19.1,72,0.037,33.9,12.8,Rain,2020,3,29,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-29 12:00:00,6.5,4.5,8.8,52,0.0,32.7,23.2,Overcast,2020,3,29,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-30 12:00:00,5.0,0.1,9.9,42,0.0,28.9,23.7,Clear,2020,3,30,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-30 12:00:00,5.5,3.3,8.7,71,0.0,26.0,36.7,Overcast,2020,3,30,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-03-30 12:00:00,4.6,2.8,6.6,77,0.594,22.3,32.6,Rain,2020,3,30,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-03-30 12:00:00,13.5,10.9,15.2,83,0.2,14.5,16.9,Rain,2020,3,30,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-03-30 12:00:00,9.6,4.7,15.7,68,0.014,19.1,35.1,Rain,2020,3,30,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-03-31 12:00:00,10.0,4.9,15.6,79,2.603,14.4,23.1,Rain,2020,3,31,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-03-31 12:00:00,12.0,10.7,13.1,77,0.759,22.1,23.2,Rain,2020,3,31,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-03-31 12:00:00,6.2,0.8,13.3,52,0.0,14.9,35.3,Partially cloudy,2020,3,31,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-03-31 12:00:00,8.4,3.4,16.3,73,0.0,26.2,20.4,Partially cloudy,2020,3,31,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-03-31 12:00:00,7.3,2.9,12.1,62,0.0,22.0,18.9,Partially cloudy,2020,3,31,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-01 12:00:00,11.0,9.7,12.2,49,0.0,48.8,23.3,Partially cloudy,2020,4,1,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-01 12:00:00,11.7,8.9,14.7,68,0.0,35.4,28.4,Overcast,2020,4,1,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-01 12:00:00,8.0,-0.9,16.7,54,0.0,10.7,26.0,Clear,2020,4,1,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-01 12:00:00,7.8,2.1,13.2,45,0.0,15.0,19.8,Clear,2020,4,1,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-01 12:00:00,11.6,8.0,15.4,58,0.027,24.3,44.6,Rain,2020,4,1,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-02 12:00:00,7.1,2.7,10.2,58,0.0,16.4,20.5,Partially cloudy,2020,4,2,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-02 12:00:00,9.3,2.2,16.1,61,0.0,15.4,26.3,Partially cloudy,2020,4,2,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-02 12:00:00,9.7,5.8,12.9,58,0.0,20.2,25.9,Clear,2020,4,2,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-02 12:00:00,10.0,5.0,14.9,61,0.0,15.6,36.9,Partially cloudy,2020,4,2,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-02 12:00:00,10.1,5.6,14.6,69,0.0,16.6,35.2,Overcast,2020,4,2,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-03 12:00:00,10.9,6.4,15.3,58,0.0,24.7,22.9,Partially cloudy,2020,4,3,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-03 12:00:00,10.6,3.6,18.1,62,0.0,18.7,23.0,Clear,2020,4,3,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-03 12:00:00,10.8,6.6,14.2,61,0.0,17.9,29.9,Clear,2020,4,3,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-03 12:00:00,9.5,4.4,14.5,50,0.0,24.4,24.1,Clear,2020,4,3,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-03 12:00:00,10.4,6.8,14.3,68,0.0,11.9,20.5,Overcast,2020,4,3,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-04 12:00:00,11.9,5.8,17.5,57,0.0,18.6,20.8,Partially cloudy,2020,4,4,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-04 12:00:00,11.0,2.2,20.2,60,0.011,26.0,26.4,Rain,2020,4,4,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-04 12:00:00,11.3,2.6,18.8,61,0.0,22.9,25.0,Clear,2020,4,4,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-04 12:00:00,13.8,10.6,17.4,53,0.0,18.0,29.6,Clear,2020,4,4,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-04 12:00:00,11.2,2.2,19.3,53,0.0,18.2,34.2,Clear,2020,4,4,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-05 12:00:00,14.6,7.3,22.9,44,0.0,17.7,23.0,Partially cloudy,2020,4,5,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-05 12:00:00,14.6,10.6,18.3,45,0.0,20.1,31.3,Clear,2020,4,5,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-05 12:00:00,15.4,9.0,21.5,38,0.0,35.1,39.3,Clear,2020,4,5,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-05 12:00:00,14.6,10.0,20.3,51,0.0,37.5,34.6,Clear,2020,4,5,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-05 12:00:00,12.5,4.2,19.8,54,0.0,28.6,27.2,Clear,2020,4,5,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-06 12:00:00,12.7,4.7,19.9,60,0.0,28.0,17.5,Clear,2020,4,6,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-06 12:00:00,15.3,7.0,21.9,40,0.0,29.3,29.2,Clear,2020,4,6,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-06 12:00:00,15.5,10.9,19.6,45,0.0,22.3,23.5,Clear,2020,4,6,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-06 12:00:00,12.5,10.1,16.0,64,2.18,17.5,19.7,Rain,2020,4,6,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-06 12:00:00,14.4,11.2,18.9,47,0.0,28.3,29.8,Partially cloudy,2020,4,6,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-07 12:00:00,16.1,11.9,20.7,42,0.0,17.8,23.3,Clear,2020,4,7,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-07 12:00:00,15.1,6.4,22.9,47,0.0,15.0,25.2,Clear,2020,4,7,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-07 12:00:00,14.6,11.8,19.5,49,0.399,32.1,23.1,Rain,2020,4,7,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-07 12:00:00,16.0,10.9,23.2,68,0.014,14.4,14.5,Rain,2020,4,7,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-07 12:00:00,13.3,5.0,21.1,61,0.012,21.4,16.3,Rain,2020,4,7,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-08 12:00:00,13.6,5.1,21.8,56,0.0,24.1,16.4,Clear,2020,4,8,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-08 12:00:00,14.9,12.0,20.9,63,0.0,21.1,21.7,Partially cloudy,2020,4,8,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-08 12:00:00,17.6,10.5,24.9,48,0.0,9.4,20.1,Partially cloudy,2020,4,8,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-08 12:00:00,15.7,11.8,19.1,42,0.0,23.1,26.0,Clear,2020,4,8,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-08 12:00:00,16.0,6.4,23.6,44,0.0,16.3,24.3,Clear,2020,4,8,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-09 12:00:00,15.9,12.8,19.9,44,0.0,21.4,29.4,Clear,2020,4,9,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-09 12:00:00,15.4,5.9,24.1,47,0.0,13.5,29.4,Clear,2020,4,9,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-09 12:00:00,16.0,8.4,23.0,44,0.0,26.8,24.5,Clear,2020,4,9,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-09 12:00:00,14.0,4.7,23.2,54,0.0,17.9,17.8,Clear,2020,4,9,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-09 12:00:00,18.3,10.7,25.7,47,0.0,10.8,20.5,Clear,2020,4,9,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-10 12:00:00,18.7,11.6,25.3,45,0.0,11.7,18.2,Partially cloudy,2020,4,10,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-10 12:00:00,14.7,11.4,17.7,56,0.0,15.8,25.9,Clear,2020,4,10,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-10 12:00:00,13.5,5.3,21.3,61,0.0,19.9,17.4,Clear,2020,4,10,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-10 12:00:00,16.6,9.0,24.1,44,0.0,28.6,23.8,Clear,2020,4,10,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-10 12:00:00,16.2,6.9,25.3,48,0.0,8.4,30.0,Clear,2020,4,10,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-11 12:00:00,15.2,10.3,21.8,65,0.0,23.1,18.0,Clear,2020,4,11,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-11 12:00:00,16.7,7.0,25.5,45,0.0,14.0,33.8,Clear,2020,4,11,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-11 12:00:00,15.3,11.7,19.1,49,0.0,22.9,28.8,Clear,2020,4,11,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-11 12:00:00,18.8,13.3,25.1,47,0.0,9.9,20.1,Partially cloudy,2020,4,11,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-11 12:00:00,13.4,6.4,20.3,65,0.031,19.7,16.8,Rain,2020,4,11,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-12 12:00:00,14.9,10.7,20.2,70,0.505,23.1,16.7,Rain,2020,4,12,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-12 12:00:00,15.7,9.6,21.2,45,0.0,27.3,33.3,Partially cloudy,2020,4,12,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-12 12:00:00,14.4,10.4,17.1,60,0.0,12.7,28.5,Partially cloudy,2020,4,12,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-12 12:00:00,13.6,5.0,20.8,56,0.0,22.4,21.1,Partially cloudy,2020,4,12,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-12 12:00:00,18.3,13.5,25.2,47,0.885,20.7,21.1,Rain,2020,4,12,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-13 12:00:00,13.5,11.0,16.7,73,0.37,32.7,20.3,Rain,2020,4,13,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-13 12:00:00,15.2,7.9,20.6,45,0.0,14.0,36.4,Overcast,2020,4,13,Printemps,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2020-04-13 12:00:00,13.8,9.2,17.5,59,0.0,30.7,18.1,Partially cloudy,2020,4,13,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-13 12:00:00,15.2,12.9,17.9,62,0.008,30.5,24.1,Rain,2020,4,13,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-13 12:00:00,14.9,11.0,19.4,56,0.369,28.7,21.7,Rain,2020,4,13,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-14 12:00:00,8.7,3.5,13.9,49,0.0,22.8,22.4,Clear,2020,4,14,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-14 12:00:00,12.6,7.0,17.4,48,0.0,32.8,31.2,Clear,2020,4,14,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-14 12:00:00,15.6,12.8,17.3,70,0.0,16.0,18.1,Partially cloudy,2020,4,14,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-14 12:00:00,15.6,8.2,22.9,66,0.0,15.6,17.3,Partially cloudy,2020,4,14,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-14 12:00:00,15.2,8.3,23.7,67,0.137,10.5,16.2,Rain,2020,4,14,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-15 12:00:00,13.8,2.7,23.5,46,0.0,21.6,43.1,Clear,2020,4,15,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-15 12:00:00,15.4,12.0,17.1,68,0.0,33.5,18.2,Partially cloudy,2020,4,15,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-15 12:00:00,15.9,9.1,22.4,60,0.0,26.9,22.1,Partially cloudy,2020,4,15,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-15 12:00:00,12.2,5.3,19.7,42,0.0,16.8,22.9,Clear,2020,4,15,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-15 12:00:00,15.8,12.1,20.8,57,0.0,43.7,19.1,Partially cloudy,2020,4,15,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-16 12:00:00,15.8,12.8,20.0,68,0.0,33.2,19.1,Partially cloudy,2020,4,16,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-16 12:00:00,16.7,9.0,24.0,53,0.0,11.3,23.3,Partially cloudy,2020,4,16,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-16 12:00:00,17.3,11.2,23.3,42,0.0,27.2,39.3,Partially cloudy,2020,4,16,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-16 12:00:00,14.7,11.5,17.8,64,0.0,18.3,26.4,Partially cloudy,2020,4,16,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-16 12:00:00,15.5,10.7,20.9,52,0.0,26.1,30.8,Partially cloudy,2020,4,16,Printemps,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2020-04-17 12:00:00,17.1,11.5,22.9,39,0.0,29.8,48.2,Partially cloudy,2020,4,17,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-17 12:00:00,18.6,13.3,24.4,59,0.0,14.9,21.8,Partially cloudy,2020,4,17,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-17 12:00:00,14.2,10.7,17.2,71,0.0,23.8,26.4,Partially cloudy,2020,4,17,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-17 12:00:00,14.1,7.8,20.5,65,0.0,21.6,28.4,Partially cloudy,2020,4,17,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-17 12:00:00,15.8,14.0,18.1,77,0.0,34.0,23.8,Partially cloudy,2020,4,17,Printemps,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2020-04-18 12:00:00,18.2,14.6,23.2,62,0.569,14.6,24.1,Rain,2020,4,18,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-18 12:00:00,15.6,12.1,18.1,81,0.0,16.4,18.4,Partially cloudy,2020,4,18,Printemps,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2020-04-18 12:00:00,16.8,13.2,21.0,75,0.021,22.4,24.7,Rain,2020,4,18,Printemps,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2020-04-18 12:00:00,15.6,11.1,20.7,76,0.0,17.7,18.8,Partially cloudy,2020,4,18,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-18 12:00:00,17.5,12.3,23.5,62,0.301,16.5,38.1,Rain,2020,4,18,Printemps,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2020-04-19 12:00:00,14.9,11.8,17.5,83,1.464,8.5,23.9,Rain,2020,4,19,Printemps,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2020-04-19 12:00:00,14.9,13.7,16.0,90,6.994,25.1,12.5,Rain,2020,4,19,Printemps,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2020-04-19 12:00:00,15.2,13.7,17.8,86,2.437,17.8,19.1,Rain,2020,4,19,Printemps,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2020-04-19 12:00:00,15.3,14.9,15.8,90,9.42,28.1,12.2,Rain,2020,4,19,Printemps,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2020-04-19 12:00:00,15.8,12.7,20.4,70,0.0,21.9,12.6,Partially cloudy,2020,4,19,Printemps,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2020-04-20 12:00:00,15.5,15.0,16.2,91,2.2,39.0,11.3,Rain,2020,4,20,Printemps,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2020-04-20 12:00:00,14.7,13.0,16.7,91,4.356,16.0,14.9,Rain,2020,4,20,Printemps,False,True,True,True,70,False
