ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,annee,mois,jour,saison,temp_ideale,peu_vent,peu_pluie,bonne_visibilite,score_meteo,periode_recommandee
Nice,2025-07-04 15:22:58,2022-11-14 12:00:00,14.8,11.8,17.8,71,0.002,31.9,22.6,Rain,2022,11,14,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-15 12:00:00,14.6,11.1,17.8,86,5.05,22.4,18.2,Rain,2022,11,15,Automne,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2022-11-15 12:00:00,14.7,13.0,16.7,86,10.539,21.3,13.9,Rain,2022,11,15,Automne,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-11-15 12:00:00,13.2,11.1,15.4,86,6.071,22.0,32.6,Rain,2022,11,15,Automne,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-11-15 12:00:00,10.7,7.7,12.8,92,3.189,16.5,20.3,Rain,2022,11,15,Automne,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-11-15 12:00:00,16.8,14.6,19.8,78,2.108,26.7,30.4,Rain,2022,11,15,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-16 12:00:00,12.2,7.5,16.8,77,0.247,25.5,45.1,Rain,2022,11,16,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-16 12:00:00,10.8,8.3,13.2,90,6.312,29.5,19.2,Rain,2022,11,16,Automne,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2022-11-16 12:00:00,14.3,10.8,18.3,82,4.615,26.9,30.2,Rain,2022,11,16,Automne,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-11-16 12:00:00,15.1,12.7,18.2,82,2.645,23.1,25.2,Rain,2022,11,16,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-16 12:00:00,13.7,9.5,18.9,78,0.075,11.6,23.7,Rain,2022,11,16,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-17 12:00:00,11.9,9.9,13.5,77,2.214,29.1,23.2,Rain,2022,11,17,Automne,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-11-17 12:00:00,15.8,11.0,22.1,62,0.0,45.6,28.0,Partially cloudy,2022,11,17,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-17 12:00:00,13.8,11.6,18.0,83,9.444,28.2,20.6,Rain,2022,11,17,Automne,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-11-17 12:00:00,14.0,11.8,16.6,72,2.405,35.3,44.9,Rain,2022,11,17,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-17 12:00:00,14.4,11.7,18.3,82,0.629,15.8,26.1,Rain,2022,11,17,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-18 12:00:00,16.4,13.0,19.1,58,0.003,37.2,30.9,Rain,2022,11,18,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-18 12:00:00,11.1,8.9,13.8,83,0.349,21.0,32.4,Rain,2022,11,18,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-18 12:00:00,13.1,10.6,15.7,68,0.23,42.4,34.3,Rain,2022,11,18,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-18 12:00:00,10.3,7.5,12.6,74,1.741,16.8,44.2,Rain,2022,11,18,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-18 12:00:00,9.4,7.4,12.5,82,0.234,20.0,24.7,Rain,2022,11,18,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-19 12:00:00,11.3,9.7,14.0,66,0.0,41.2,32.0,Partially cloudy,2022,11,19,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-19 12:00:00,8.4,6.7,10.0,90,1.975,23.0,28.5,Rain,2022,11,19,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-19 12:00:00,8.1,5.8,11.2,83,0.149,14.8,22.2,Rain,2022,11,19,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-19 12:00:00,13.2,10.1,17.8,54,0.0,25.1,29.7,Partially cloudy,2022,11,19,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-19 12:00:00,7.4,6.0,9.9,88,0.794,25.9,30.1,Rain,2022,11,19,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-20 12:00:00,10.5,7.8,13.8,63,0.0,38.0,32.2,Partially cloudy,2022,11,20,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-20 12:00:00,8.1,2.2,12.9,88,1.22,24.8,19.5,Rain,2022,11,20,Automne,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-11-20 12:00:00,12.2,8.9,17.2,56,0.0,26.6,30.9,Partially cloudy,2022,11,20,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-20 12:00:00,7.1,3.7,11.4,82,0.531,13.9,30.1,Rain,2022,11,20,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-20 12:00:00,7.4,4.9,10.0,85,1.056,21.6,20.8,Rain,2022,11,20,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-21 12:00:00,7.0,6.0,8.3,91,2.567,22.9,15.1,Rain,2022,11,21,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-21 12:00:00,9.7,8.0,13.0,92,11.928,29.3,18.7,Rain,2022,11,21,Automne,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2022-11-21 12:00:00,10.0,8.0,12.3,80,6.08,26.5,27.9,Rain,2022,11,21,Automne,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2022-11-21 12:00:00,10.8,7.9,15.2,63,4.078,28.3,24.6,Rain,2022,11,21,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-21 12:00:00,7.0,3.6,9.0,88,1.471,28.8,29.5,Rain,2022,11,21,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-22 12:00:00,8.0,4.8,10.7,79,0.583,25.8,23.0,Rain,2022,11,22,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-22 12:00:00,6.9,2.4,9.1,85,0.757,12.6,34.4,Rain,2022,11,22,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-22 12:00:00,12.5,9.8,18.0,57,5.191,26.3,24.7,Rain,2022,11,22,Automne,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2022-11-22 12:00:00,10.3,8.0,13.7,72,0.144,39.2,32.3,Rain,2022,11,22,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-22 12:00:00,8.2,6.7,10.3,86,7.891,33.5,22.5,Rain,2022,11,22,Automne,False,False,False,True,20,False
Toulouse,2025-07-04 15:22:58,2022-11-23 12:00:00,11.7,8.2,16.2,86,22.585,37.8,13.5,Rain,2022,11,23,Automne,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-11-23 12:00:00,8.3,5.6,12.7,87,4.524,20.3,16.8,Rain,2022,11,23,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-23 12:00:00,9.0,5.1,13.1,86,0.175,16.6,25.8,Rain,2022,11,23,Automne,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-11-23 12:00:00,6.2,2.1,10.4,89,1.641,18.9,25.5,Rain,2022,11,23,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-23 12:00:00,11.6,9.2,17.1,47,0.0,21.5,33.0,Partially cloudy,2022,11,23,Automne,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-11-24 12:00:00,12.5,8.7,18.0,59,0.0,21.5,30.3,Partially cloudy,2022,11,24,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-24 12:00:00,10.7,7.5,15.2,75,0.0,20.5,22.7,Partially cloudy,2022,11,24,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-24 12:00:00,7.6,2.6,13.3,86,0.0,8.9,18.2,Partially cloudy,2022,11,24,Automne,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-11-24 12:00:00,9.4,5.1,14.1,86,0.095,14.2,17.3,Rain,2022,11,24,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-24 12:00:00,9.9,7.0,12.1,84,0.158,22.8,19.5,Rain,2022,11,24,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-25 12:00:00,9.4,7.3,12.1,87,0.564,17.3,15.8,Rain,2022,11,25,Automne,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-11-25 12:00:00,7.9,5.4,10.7,89,0.959,10.7,17.5,Rain,2022,11,25,Automne,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-11-25 12:00:00,12.2,7.5,16.3,74,0.0,41.6,25.8,Partially cloudy,2022,11,25,Automne,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-11-25 12:00:00,13.3,10.7,19.2,60,0.0,25.0,25.8,Partially cloudy,2022,11,25,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-25 12:00:00,9.1,6.9,11.0,93,3.651,21.8,17.8,Rain,2022,11,25,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-26 12:00:00,10.6,4.9,15.0,70,0.0,40.8,28.7,Partially cloudy,2022,11,26,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-26 12:00:00,6.3,4.8,8.9,91,0.0,16.4,16.5,Overcast,2022,11,26,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-26 12:00:00,6.4,4.4,8.3,94,0.151,16.2,9.3,Rain,2022,11,26,Automne,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-11-26 12:00:00,6.3,3.3,10.7,94,1.492,10.3,9.9,Rain,2022,11,26,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-26 12:00:00,12.7,8.9,20.6,58,0.0,29.5,26.2,Clear,2022,11,26,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-27 12:00:00,7.6,5.9,9.7,86,0.695,16.8,18.5,Rain,2022,11,27,Automne,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-11-27 12:00:00,8.4,4.3,12.4,76,0.0,34.1,31.6,Overcast,2022,11,27,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-27 12:00:00,9.9,4.3,16.8,72,0.0,16.1,27.8,Partially cloudy,2022,11,27,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-27 12:00:00,11.6,7.7,16.8,51,0.0,26.5,25.2,Partially cloudy,2022,11,27,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-27 12:00:00,7.5,1.3,12.2,87,0.011,27.4,17.7,Rain,2022,11,27,Automne,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-11-28 12:00:00,10.3,7.6,12.4,81,11.516,27.5,25.0,Rain,2022,11,28,Automne,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-11-28 12:00:00,9.5,5.2,11.3,83,6.874,24.9,33.2,Rain,2022,11,28,Automne,False,False,False,True,20,False
Nice,2025-07-04 15:22:58,2022-11-28 12:00:00,10.5,9.0,12.1,67,0.199,18.5,22.4,Rain,2022,11,28,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-28 12:00:00,8.9,6.6,11.1,90,4.179,15.0,16.0,Rain,2022,11,28,Automne,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-11-28 12:00:00,10.0,9.0,12.2,86,1.06,26.1,26.0,Rain,2022,11,28,Automne,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-11-29 12:00:00,7.4,6.4,8.8,88,4.702,18.3,31.7,Rain,2022,11,29,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-29 12:00:00,9.5,7.9,12.0,83,1.56,23.2,19.0,Rain,2022,11,29,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-11-29 12:00:00,7.5,5.8,8.6,88,0.0,7.5,15.0,Overcast,2022,11,29,Automne,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-11-29 12:00:00,8.1,4.7,11.1,83,0.123,35.0,24.3,Rain,2022,11,29,Automne,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-11-29 12:00:00,8.5,4.6,11.6,89,0.013,19.9,21.4,Rain,2022,11,29,Automne,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-11-30 12:00:00,6.4,4.5,7.7,88,0.0,15.1,11.1,Overcast,2022,11,30,Automne,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-11-30 12:00:00,4.3,2.1,5.2,95,0.011,6.9,7.9,Rain,2022,11,30,Automne,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-11-30 12:00:00,6.4,1.3,13.9,82,0.0,10.8,21.6,Clear,2022,11,30,Automne,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-11-30 12:00:00,7.5,6.7,9.1,86,0.02,19.4,19.7,Rain,2022,11,30,Automne,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-11-30 12:00:00,10.0,6.6,15.1,69,0.8,25.6,24.4,Rain,2022,11,30,Automne,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-12-01 12:00:00,5.5,4.6,6.3,86,0.0,19.6,9.0,Overcast,2022,12,1,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-01 12:00:00,4.8,3.1,6.0,91,0.0,12.0,9.9,Overcast,2022,12,1,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-01 12:00:00,7.7,3.8,12.6,81,1.404,18.2,19.7,Rain,2022,12,1,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-01 12:00:00,6.0,5.0,7.1,81,0.0,17.5,22.3,Overcast,2022,12,1,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-01 12:00:00,9.7,6.6,14.2,68,0.2,24.9,21.4,Rain,2022,12,1,Hiver,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-12-02 12:00:00,4.3,3.8,4.9,85,0.209,14.6,10.6,Rain,2022,12,2,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-02 12:00:00,7.2,4.1,10.7,87,0.1,8.6,13.4,Rain,2022,12,2,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-02 12:00:00,9.6,6.7,13.3,65,0.004,24.7,27.2,Rain,2022,12,2,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-02 12:00:00,5.7,5.0,6.9,86,0.0,11.9,10.7,Overcast,2022,12,2,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-02 12:00:00,4.7,2.0,5.8,86,1.678,20.9,6.8,Rain,2022,12,2,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-03 12:00:00,5.7,4.0,7.7,84,0.011,8.8,9.3,Rain,2022,12,3,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-03 12:00:00,9.5,8.1,11.2,76,14.713,35.2,17.7,Rain,2022,12,3,Hiver,False,False,False,True,20,False
Marseille,2025-07-04 15:22:58,2022-12-03 12:00:00,9.6,4.7,12.0,85,12.481,32.9,17.8,Rain,2022,12,3,Hiver,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-12-03 12:00:00,3.7,3.0,4.6,93,4.921,10.3,6.4,Rain,2022,12,3,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-03 12:00:00,3.3,2.0,3.9,85,0.193,20.4,13.9,Rain,2022,12,3,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-04 12:00:00,4.0,0.2,8.1,88,0.009,9.6,8.3,Snow,2022,12,4,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-04 12:00:00,4.0,2.7,5.2,95,7.44,8.6,4.8,Rain,2022,12,4,Hiver,False,True,False,False,20,False
Nice,2025-07-04 15:22:58,2022-12-04 12:00:00,9.9,9.1,11.1,86,14.721,21.6,18.0,Rain,2022,12,4,Hiver,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-12-04 12:00:00,3.3,2.4,4.3,84,0.384,17.1,9.6,Rain,2022,12,4,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-04 12:00:00,10.6,7.0,13.9,89,25.626,31.5,20.0,Rain,2022,12,4,Hiver,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-12-05 12:00:00,2.4,1.8,3.3,91,1.797,12.2,6.7,Snow,2022,12,5,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-05 12:00:00,6.4,2.8,12.1,91,0.012,10.9,14.2,Rain,2022,12,5,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-05 12:00:00,2.6,-0.9,8.8,88,0.0,6.8,12.9,Partially cloudy,2022,12,5,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-05 12:00:00,10.4,7.7,15.7,71,0.034,24.2,32.7,Rain,2022,12,5,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-05 12:00:00,4.5,-1.2,12.0,81,0.011,15.2,14.1,Rain,2022,12,5,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-06 12:00:00,9.0,5.9,14.3,61,0.0,24.9,32.4,Partially cloudy,2022,12,6,Hiver,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-12-06 12:00:00,6.3,2.9,12.6,80,0.0,10.7,19.5,Partially cloudy,2022,12,6,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-06 12:00:00,3.4,0.5,5.2,92,0.0,12.8,6.5,Overcast,2022,12,6,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-06 12:00:00,0.3,-2.3,1.9,96,0.008,11.2,4.6,Snow,2022,12,6,Hiver,False,True,True,False,50,False
Toulouse,2025-07-04 15:22:58,2022-12-06 12:00:00,7.5,3.6,11.7,72,0.0,12.0,20.4,Overcast,2022,12,6,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-07 12:00:00,3.0,2.0,3.9,91,0.031,11.9,9.9,Rain,2022,12,7,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-07 12:00:00,4.8,2.3,9.9,79,0.012,27.6,16.3,Rain,2022,12,7,Hiver,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-12-07 12:00:00,8.8,5.1,14.1,65,0.009,26.6,32.2,Rain,2022,12,7,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-07 12:00:00,8.5,4.0,13.2,75,0.0,8.0,12.8,Partially cloudy,2022,12,7,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-07 12:00:00,3.7,0.9,6.4,89,0.007,10.2,11.2,Rain,2022,12,7,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-08 12:00:00,3.1,2.0,4.3,88,0.0,8.7,9.8,Overcast,2022,12,8,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-08 12:00:00,6.8,3.6,8.9,90,0.233,25.9,12.4,Rain,2022,12,8,Hiver,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-12-08 12:00:00,4.9,-0.9,12.1,89,3.041,22.2,11.6,Rain,2022,12,8,Hiver,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-12-08 12:00:00,9.5,7.1,12.1,66,0.711,23.8,27.9,Rain,2022,12,8,Hiver,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-12-08 12:00:00,1.9,0.0,3.1,90,0.3,8.0,7.6,Snow,2022,12,8,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-09 12:00:00,12.9,8.6,15.3,91,12.835,23.4,15.4,Rain,2022,12,9,Hiver,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-12-09 12:00:00,1.8,1.3,2.5,94,11.788,12.7,5.5,Snow,2022,12,9,Hiver,False,True,False,True,40,False
Nice,2025-07-04 15:22:58,2022-12-09 12:00:00,9.9,8.8,11.2,90,9.169,21.5,13.9,Rain,2022,12,9,Hiver,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-12-09 12:00:00,2.0,0.0,3.4,86,0.0,12.3,9.9,Partially cloudy,2022,12,9,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-09 12:00:00,8.5,6.9,11.9,93,0.237,14.8,6.8,Rain,2022,12,9,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-10 12:00:00,6.2,2.8,8.9,77,0.012,48.8,14.8,Rain,2022,12,10,Hiver,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-12-10 12:00:00,0.9,-1.0,1.9,84,0.025,21.8,12.2,Snow,2022,12,10,Hiver,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-12-10 12:00:00,10.3,8.0,15.0,80,0.009,24.8,28.4,Rain,2022,12,10,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-10 12:00:00,1.9,-4.0,8.1,84,0.033,29.7,11.9,Rain,2022,12,10,Hiver,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-12-10 12:00:00,1.5,-2.0,3.7,86,0.0,12.1,10.7,Partially cloudy,2022,12,10,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-11 12:00:00,2.3,-1.0,6.0,67,0.0,36.5,19.6,Partially cloudy,2022,12,11,Hiver,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-12-11 12:00:00,-1.5,-2.3,-0.1,90,0.0,15.2,8.9,Partially cloudy,2022,12,11,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-11 12:00:00,-2.7,-4.0,-1.3,87,0.0,17.8,10.4,Overcast,2022,12,11,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-11 12:00:00,-0.9,-5.3,4.5,83,0.0,9.2,8.1,Partially cloudy,2022,12,11,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-11 12:00:00,7.2,4.7,10.9,57,0.0,20.7,33.4,Partially cloudy,2022,12,11,Hiver,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-12-12 12:00:00,-2.1,-3.2,0.3,86,0.2,11.0,6.5,Snow,2022,12,12,Hiver,False,True,True,True,70,False
Paris,2025-07-04 15:22:58,2022-12-12 12:00:00,-1.6,-2.1,-0.3,85,0.0,24.1,10.0,Overcast,2022,12,12,Hiver,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-12-12 12:00:00,7.1,3.8,12.7,50,0.569,24.7,29.1,Rain,2022,12,12,Hiver,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-12-12 12:00:00,2.0,-3.7,7.6,79,0.602,20.2,11.2,Rain,2022,12,12,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-12 12:00:00,2.2,-2.2,5.7,86,0.99,29.3,10.7,Rain,2022,12,12,Hiver,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-12-13 12:00:00,7.7,5.6,8.9,87,1.375,18.7,24.5,Rain,2022,12,13,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-13 12:00:00,6.2,4.9,7.9,90,9.8,23.3,16.1,Rain,2022,12,13,Hiver,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-12-13 12:00:00,-0.2,-2.1,1.5,95,3.076,9.7,2.5,Snow,2022,12,13,Hiver,False,True,True,False,50,False
Toulouse,2025-07-04 15:22:58,2022-12-13 12:00:00,7.4,4.2,10.9,93,5.512,26.3,17.8,Rain,2022,12,13,Hiver,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-12-13 12:00:00,-1.0,-2.9,1.9,70,0.0,15.0,16.3,Partially cloudy,2022,12,13,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-14 12:00:00,9.2,6.8,12.8,80,0.039,19.6,26.6,Rain,2022,12,14,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-14 12:00:00,11.6,8.9,16.9,90,1.372,18.4,19.7,Rain,2022,12,14,Hiver,False,True,True,True,70,False
Lyon,2025-07-04 15:22:58,2022-12-14 12:00:00,6.3,1.8,10.7,92,0.156,20.6,23.7,Rain,2022,12,14,Hiver,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-12-14 12:00:00,0.6,-0.5,2.1,76,0.179,12.2,11.4,Snow,2022,12,14,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-14 12:00:00,9.6,8.5,10.7,88,0.598,22.6,23.4,Rain,2022,12,14,Hiver,False,False,True,True,50,False
Toulouse,2025-07-04 15:22:58,2022-12-15 12:00:00,10.6,9.0,12.9,92,3.371,19.9,18.6,Rain,2022,12,15,Hiver,False,True,True,True,70,False
Marseille,2025-07-04 15:22:58,2022-12-15 12:00:00,12.3,9.3,15.6,92,10.785,29.7,16.8,Rain,2022,12,15,Hiver,False,False,False,True,20,False
Lyon,2025-07-04 15:22:58,2022-12-15 12:00:00,6.1,3.0,8.0,94,17.472,15.8,15.4,Rain,2022,12,15,Hiver,False,True,False,True,40,False
Nice,2025-07-04 15:22:58,2022-12-15 12:00:00,9.4,7.6,12.5,88,50.368,24.2,14.5,Rain,2022,12,15,Hiver,False,False,False,True,20,False
Paris,2025-07-04 15:22:58,2022-12-15 12:00:00,-0.2,-2.2,2.0,71,0.0,20.5,12.9,Partially cloudy,2022,12,15,Hiver,False,False,True,True,50,False
Lyon,2025-07-04 15:22:58,2022-12-16 12:00:00,1.3,-0.8,3.0,90,4.176,21.5,8.1,Snow,2022,12,16,Hiver,False,False,True,True,50,False
Nice,2025-07-04 15:22:58,2022-12-16 12:00:00,11.4,9.8,15.0,87,0.001,19.5,19.7,Rain,2022,12,16,Hiver,False,True,True,True,70,False
Toulouse,2025-07-04 15:22:58,2022-12-16 12:00:00,9.5,6.3,11.7,95,1.762,20.3,9.1,Rain,2022,12,16,Hiver,False,False,True,True,50,False
Marseille,2025-07-04 15:22:58,2022-12-16 12:00:00,7.7,4.7,10.7,85,0.1,27.6,21.8,Rain,2022,12,16,Hiver,False,False,True,True,50,False
Paris,2025-07-04 15:22:58,2022-12-16 12:00:00,-0.4,-2.0,1.3,85,0.0,14.5,9.9,Partially cloudy,2022,12,16,Hiver,False,True,True,True,70,False
Nice,2025-07-04 15:22:58,2022-12-17 12:00:00,10.7,7.9,14.9,76,0.0,21.3,27.7,Partially cloudy,2022,12,17,Hiver,False,False,True,True,50,False
