ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Paris,2025-07-15 21:09:48,2025-07-15 12:00:00,22.6,18.56,29.84,62,0.8,2.5,10.0,scattered clouds,24
