ville,date_extraction,date_observation,temperature_moy,temp_min,temp_max,humidite_moy,precipitation,vent_moyen,visibilite_moy,conditions,nb_intervalles
Lyon,2025-07-14 20:12:25,2025-07-14 12:00:00,24.3,18.04,31.13,50,1.4,2.7,10.0,light rain,24
